SystemCodeNumber,Timestamp,Occupancy,Capacity,BaselinePrice,Model2Price,Model3Price,Model3Revenue,NearbyAvgPrice,NearbyAvgOccupancyRatio
BHMBCCMKT01,2016-10-07 09:30:00,103,577,14.502079722703634,11.952833402535681,13.071104215870188,1346.3237342346292,12.440859072509802,0.4615302726724293
BHMBCCMKT01,2016-10-07 09:57:00,128,577,14.5686308492201,11.893314666154922,13.166615491380787,1685.3267828967407,12.562898578072017,0.5027336302295133
BHMBCCMKT01,2016-10-07 10:30:00,172,577,14.658058925476599,13.128646971403285,14.273261444098091,2455.0009683848716,13.318907165133991,0.5342551976012623
BHMBCCMKT01,2016-10-07 10:57:00,188,577,14.755805892547656,12.31759042916272,13.77618882313299,2589.923498749002,13.18563552343299,0.5556901781310803
BHMBCCMKT01,2016-10-07 11:30:00,199,577,14.859272097053722,12.757701452308519,14.403780854717475,2866.3523900887776,14.050747103414109,0.5644305709833598
BHMBCCMKT01,2016-10-07 12:03:00,210,577,14.968457538994796,14.143013692657021,15.765275759982554,3310.7079095963363,15.284775345645413,0.5827787030650883
BHMBCCMKT01,2016-10-07 12:30:00,206,577,15.075563258232231,14.03071075581626,15.680337188910663,3230.1494609155966,15.254011813629974,0.580153004984458
BHMBCCMKT01,2016-10-07 13:04:00,200,577,15.179549393414206,14.124812244222538,15.571039020471163,3114.207804094233,14.833463851018095,0.581383066765201
BHMBCCMKT01,2016-10-07 13:30:00,201,577,15.284055459272091,14.126632389065987,15.499468649414485,3115.3931985323115,14.691468493617883,0.5734509092638702
BHMBCCMKT01,2016-10-07 14:03:00,193,577,15.384402079722697,12.221668795912993,13.807474867777827,2664.8426494811206,13.33754394513396,0.5697280060882236
BHMBCCMKT01,2016-10-07 14:30:00,181,577,15.478509532062386,12.829961202593418,14.224060362044591,2574.554925530071,13.549305321876563,0.553180755868957
BHMBCCMKT01,2016-10-07 15:04:00,172,577,15.567937608318886,12.183445754200582,13.41655008469769,2307.6466145680024,12.607389355000825,0.5317634450885055
BHMBCCMKT01,2016-10-07 15:30:00,159,577,15.650606585788557,11.991748099288607,13.244434470194875,2105.865080760985,12.560913462239801,0.5125101128628953
BHMBCCMKT01,2016-10-07 15:57:00,158,577,15.732755632582318,11.989927954445157,13.183648773112818,2083.016506151825,12.5494741394473,0.4849511723334016
BHMBCCMKT01,2016-10-07 16:30:00,132,577,15.801386481802423,12.005617602995681,12.979199570145104,1713.2543432591538,12.225220338662176,0.44287043644141294
BHMBCCMKT01,2016-10-08 07:57:00,58,577,15.831542461005196,11.555859812179607,12.09152110138926,701.3082238805771,11.98038519626328,0.18292556778809238
BHMBCCMKT01,2016-10-08 08:30:00,61,577,15.863258232235697,11.771364961643886,12.16110383820919,741.8273341307606,11.808237325599942,0.18749496549144104
BHMBCCMKT01,2016-10-08 08:57:00,75,577,15.902253032928938,11.691824631985195,12.287391893312712,921.5543919984534,12.136895506168239,0.20876945582714926
BHMBCCMKT01,2016-10-08 09:30:00,104,577,15.956325823223565,12.794832407114864,13.350909217741707,1388.4945586451374,13.031597665651551,0.2306853536060832
BHMBCCMKT01,2016-10-08 10:04:00,158,577,16.038474870017325,13.418232015995908,13.950953312905284,2204.250623439035,13.4421263166471,0.26158178832444956
BHMBCCMKT01,2016-10-08 10:30:00,191,577,16.137781629116112,13.268252080895769,13.959405656609185,2666.2464804123542,13.575977270848872,0.28403174986608765
BHMBCCMKT01,2016-10-08 10:57:00,223,577,16.253726169844015,13.851608503220946,14.389937947761466,3208.9561623508066,13.69192509162086,0.30110140459027773
BHMBCCMKT01,2016-10-08 11:30:00,254,577,16.385788561525125,13.803010635900879,14.687735799263681,3730.684893012975,14.413872108512864,0.32019028715900427
BHMBCCMKT01,2016-10-08 12:04:00,306,577,16.544887348353548,15.157926457363793,15.971001284083206,4887.126392929461,15.48010589259498,0.34210152631346996
BHMBCCMKT01,2016-10-08 12:30:00,320,577,16.711265164644708,15.7085202725069,16.234131676476142,5194.922136472365,15.261173343351926,0.3522750878156155
BHMBCCMKT01,2016-10-08 13:04:00,348,577,16.892201039861344,15.234372540788621,15.958615514289324,5553.598198972685,15.085959650920094,0.3918040647240564
BHMBCCMKT01,2016-10-08 13:30:00,357,577,17.07781629116117,15.250753844379656,15.977234097306603,5703.872572738457,14.992856200769529,0.4148196551854995
BHMBCCMKT01,2016-10-08 14:03:00,395,577,17.283188908145572,13.954628701360122,14.822346372237606,5854.826817033854,13.93520182707532,0.4377442102957019
BHMBCCMKT01,2016-10-08 14:30:00,400,577,17.491161178509522,14.06875178304433,14.978848658114613,5991.539463245845,14.086232472695956,0.4515522996048163
BHMBCCMKT01,2016-10-08 14:57:00,395,577,17.696533795493924,14.05965105882709,14.931546480979838,5897.960859987036,13.937886608919783,0.4603006010578355
BHMBCCMKT01,2016-10-08 15:30:00,406,577,17.907625649913335,13.554560864770185,14.396767113783485,5845.087448196095,13.35707718655563,0.4605998601495613
BHMBCCMKT01,2016-10-08 16:04:00,381,577,18.105719237435,13.299012528750044,14.101967795696613,5372.849730160409,13.090145093709458,0.44325112048140214
BHMBCCMKT01,2016-10-08 16:30:00,365,577,18.295493934142105,13.374912568721838,14.11660734646969,5152.561681461437,13.075420472100598,0.43074580819817426
BHMBCCMKT01,2016-10-09 08:04:00,42,577,18.31733102253032,13.102072856688938,13.59828553969928,571.1279926673698,13.430710716698508,0.18237876950325727
BHMBCCMKT01,2016-10-09 08:30:00,42,577,18.339168110918532,12.997050499221972,13.436728654423751,564.3426034857976,13.340868573326075,0.15107546278006903
BHMBCCMKT01,2016-10-09 09:04:00,43,577,18.361525129982656,13.734027146334187,14.330901261526455,616.2287542456376,14.433338969647538,0.1585746929334631
BHMBCCMKT01,2016-10-09 09:30:00,43,577,18.38388214904678,13.671013731854007,14.307600144947841,615.2268062327572,14.419119903980567,0.16867197212160445
BHMBCCMKT01,2016-10-09 09:57:00,50,577,18.409878682842272,13.95681287517226,14.511728766800182,725.5864383400091,14.342288111467647,0.20036289855488384
BHMBCCMKT01,2016-10-09 10:30:00,64,577,18.443154246100505,14.654437990769122,15.409696644295508,986.2205852349125,15.447177728334445,0.21908137925012802
BHMBCCMKT01,2016-10-09 11:04:00,100,577,18.495147313691493,15.728177836816144,16.374884905053797,1637.4884905053798,16.13469189810537,0.24205072186098098
BHMBCCMKT01,2016-10-09 11:30:00,126,577,18.56065857885614,15.670479245278832,16.458842006111706,2073.8140927700747,16.310551378990386,0.26616695367412546
BHMBCCMKT01,2016-10-09 11:57:00,148,577,18.637608318890802,15.710522431834697,16.548126223684775,2449.1226811053466,16.401071941588057,0.28069199397436767
BHMBCCMKT01,2016-10-09 12:30:00,170,577,18.72599653379548,17.115856265461126,18.012095757232053,3062.056278729449,17.86240660334147,0.29880967830939453
BHMBCCMKT01,2016-10-09 13:04:00,189,577,18.824263431542448,16.520304872684846,17.56109994581238,3319.04788975854,17.525219914448552,0.31941452821102495
BHMBCCMKT01,2016-10-09 13:30:00,205,577,18.930849220103973,16.969516620047887,17.83935917386529,3657.0686306423845,17.50152516246528,0.32851956842522173
BHMBCCMKT01,2016-10-09 14:03:00,208,577,19.038994800693228,15.966762422895346,16.575977594289856,3447.80333961229,15.785183726957548,0.3409233248848136
BHMBCCMKT01,2016-10-09 14:30:00,209,577,19.147660311958393,15.296439479950209,16.2214742441838,3390.288117034414,15.895564690961562,0.34269233991452513
BHMBCCMKT01,2016-10-09 15:04:00,191,577,19.24696707105718,14.528520370499368,15.332793639502373,2928.5635851449533,14.821687494182441,0.34350320976488796
BHMBCCMKT01,2016-10-09 15:30:00,180,577,19.34055459272096,14.508498777221439,15.27060260578788,2748.7084690418187,14.766641866833774,0.3294232963607541
BHMBCCMKT01,2016-10-09 16:03:00,155,577,19.42114384748699,14.568017513602198,15.114168534215677,2342.69612280343,14.365020554555871,0.31367490211600463
BHMBCCMKT01,2016-10-09 16:30:00,133,577,19.490294627383005,13.897840182244535,14.641511311759812,1947.321004464055,14.262077498993264,0.2989881014078933
BHMBCCMKT01,2016-10-10 08:04:00,54,577,19.518370883882138,10.603378015603111,11.310219709559284,610.7518643162014,11.233922828665994,0.2273118843655103
BHMBCCMKT01,2016-10-10 08:30:00,56,577,19.547487001733092,10.817063020223943,11.646002713265592,652.1761519428732,11.420918786300078,0.29369869330559695
BHMBCCMKT01,2016-10-10 09:04:00,65,577,19.581282495667235,11.358556111149811,12.491410639202092,811.941691548136,12.278936550605025,0.38235117613509767
BHMBCCMKT01,2016-10-10 09:30:00,73,577,19.619237435008657,11.793206699765264,12.940715464076586,944.6722288775908,12.415712761320284,0.4492531698446561
BHMBCCMKT01,2016-10-10 10:03:00,92,577,19.667071057192366,11.869798394777568,13.364042062043586,1229.49186970801,13.042368533485119,0.5126078058914986
BHMBCCMKT01,2016-10-10 10:30:00,113,577,19.72582322357018,12.643177938758752,13.983087787333096,1580.0889199686399,13.265866077480569,0.5454172965428089
BHMBCCMKT01,2016-10-10 10:57:00,144,577,19.800693240901204,12.237504056050996,13.83378520055302,1992.065068879635,13.41085308595354,0.5634707662705032
BHMBCCMKT01,2016-10-10 11:30:00,149,577,19.878162911611774,12.771716567603072,14.43943878808272,2151.4763794243254,14.043767076778126,0.5794510084048131
BHMBCCMKT01,2016-10-10 11:57:00,159,577,19.960831889081444,12.789918016037554,14.571530588992056,2316.873363649737,14.300706506502046,0.588648588384353
BHMBCCMKT01,2016-10-10 12:30:00,171,577,20.0,13.546916256427703,15.429989088495287,2638.528134132694,15.227943189683138,0.6053310293827036
BHMBCCMKT01,2016-10-10 13:04:00,176,577,20.0,13.450994623177976,15.258726224528028,2685.535815516933,14.899416225310196,0.6141814802485817
BHMBCCMKT01,2016-10-10 13:30:00,172,577,20.0,13.548736401271151,15.283137163406112,2628.699592105851,14.844056967269452,0.6081362678678205
BHMBCCMKT01,2016-10-10 14:03:00,161,577,20.0,13.003603020658385,14.412256989605618,2320.3733753265046,13.510148667553075,0.6030178550946784
BHMBCCMKT01,2016-10-10 14:30:00,154,577,20.0,12.25570550448548,13.878621646866481,2137.3077336174383,13.382175047104633,0.5861641626666696
BHMBCCMKT01,2016-10-10 14:57:00,137,577,20.0,12.74987482948169,14.117750645709352,1934.1318384621811,13.359907662686886,0.5619313414727917
BHMBCCMKT01,2016-10-10 15:30:00,129,577,20.0,11.370023023663535,12.95178300175106,1670.7800072258867,12.600136377758808,0.5448573182247084
BHMBCCMKT01,2016-10-10 15:57:00,130,577,20.0,12.21202202824272,13.38650385425779,1740.2455010535125,12.536281144233604,0.5223890898093574
BHMBCCMKT01,2016-10-10 16:30:00,114,577,20.0,12.077877353280579,13.158913910570474,1500.116185805034,12.395777790028474,0.47693819129536824
BHMBCCMKT01,2016-10-11 08:04:00,56,577,20.0,10.291951232889108,11.356979619635732,635.990858699601,11.51611990658771,0.28768045863359215
BHMBCCMKT01,2016-10-11 08:30:00,64,577,20.0,10.726601821504563,11.74255323594631,751.5234071005639,11.529767938473805,0.34734248382702543
BHMBCCMKT01,2016-10-11 08:57:00,74,577,20.0,10.84982562740601,12.035465065432646,890.6244148420158,11.718820382820313,0.419020767930457
BHMBCCMKT01,2016-10-11 09:30:00,93,577,20.0,11.829609596634231,13.153914528464433,1223.3140511471922,12.568188013938569,0.5144367824542324
BHMBCCMKT01,2016-10-11 09:57:00,129,577,20.0,11.580067738597467,13.176035270782222,1699.7085499309067,12.689051488954169,0.5761870160210365
BHMBCCMKT01,2016-10-11 10:30:00,167,577,20.0,12.279367387450307,13.97760871229369,2334.2606549530465,13.366895264799318,0.6316150869518892
BHMBCCMKT01,2016-10-11 10:57:00,200,577,20.0,12.339432167284098,14.121589350349327,2824.3178700698654,13.501976410089647,0.6585697429715051
BHMBCCMKT01,2016-10-11 11:30:00,219,577,20.0,13.424238493979285,15.080848604733301,3302.705844436593,14.277666471318419,0.6576194599091818
BHMBCCMKT01,2016-10-11 12:03:00,225,577,20.0,14.170315865308744,16.033725437705233,3607.588223483677,15.395609635849823,0.6866460320900282
BHMBCCMKT01,2016-10-11 12:30:00,221,577,20.0,14.625133658789604,16.299739444686544,3602.2424172757264,15.33910361895097,0.6945089009161971
BHMBCCMKT01,2016-10-11 13:04:00,217,577,20.0,13.567629504746144,15.513423100038448,3366.412812708343,14.950644967189179,0.696293705157546
BHMBCCMKT01,2016-10-11 13:31:00,217,577,20.0,13.567629504746144,15.536451094163201,3371.4098874334145,15.025732307460544,0.6927902341656496
BHMBCCMKT01,2016-10-11 14:04:00,208,577,20.0,12.774082755899554,14.430818820925676,3001.6103147525405,13.494066371020585,0.6843713094888546
BHMBCCMKT01,2016-10-11 14:30:00,191,577,20.0,12.323050863693066,14.101159294225951,2693.3214251971567,13.44385406125543,0.66489357575397
BHMBCCMKT01,2016-10-11 15:03:00,167,577,20.0,11.964300315049405,13.539776026921013,2261.1425964958094,12.731338191627607,0.6343302806201626
BHMBCCMKT01,2016-10-11 15:33:00,159,577,20.0,12.054761513768785,13.549224497652757,2154.3266951267883,12.749099908963707,0.6083638129030017
BHMBCCMKT01,2016-10-11 16:01:00,150,577,20.0,11.408246065375948,12.970917254674555,1945.6375882011832,12.449494357536553,0.5730859362171816
BHMBCCMKT01,2016-10-11 16:26:00,127,577,20.0,11.99651687877844,13.182027978508799,1674.1175532706175,12.315609499677572,0.5289370256853533
BHMBCCMKT01,2016-10-12 08:04:00,51,577,20.0,10.597917581072767,11.492521412583384,586.1185920417525,11.328921716770267,0.30110108861580825
BHMBCCMKT01,2016-10-12 08:31:00,57,577,20.0,11.238972594935257,12.050553019121226,686.8815220899099,11.460584768738613,0.3614677773323131
BHMBCCMKT01,2016-10-12 09:03:00,64,577,20.0,11.251713608839395,12.669085632355,810.82148047072,12.547318280788176,0.44956507736804624
BHMBCCMKT01,2016-10-12 09:26:00,73,577,20.0,11.373117269897397,12.870834598720533,939.5709257065989,12.564202287751376,0.5106416608407714
BHMBCCMKT01,2016-10-12 10:01:00,99,577,20.0,12.155597538095822,13.699526764471122,1356.2531496826412,13.116433414293297,0.579797437948154
BHMBCCMKT01,2016-10-12 10:31:00,112,577,20.0,12.074237063593682,13.802654898105107,1545.897348587772,13.269163441765585,0.6252236416213321
BHMBCCMKT01,2016-10-12 11:04:00,127,577,20.0,12.626651023580242,14.563531328305762,1849.5684786948318,14.24190761155923,0.6453888347669624
BHMBCCMKT01,2016-10-12 11:31:00,128,577,20.0,12.733493525890655,14.74091299562427,1886.8368634399067,14.447816855620042,0.6608450689209302
BHMBCCMKT01,2016-10-12 12:04:00,143,577,20.0,13.49595220081115,15.599515591394711,2230.7307295694436,15.40012645118585,0.6709468452168407
BHMBCCMKT01,2016-10-12 12:31:00,158,577,20.0,13.31320965852894,15.49848503558145,2448.760635621869,15.418330363846314,0.6716135474627802
BHMBCCMKT01,2016-10-12 13:04:00,157,577,20.0,13.416411871152459,15.338099716323809,2408.081655462838,14.869092419244245,0.6703078129673182
BHMBCCMKT01,2016-10-12 13:34:00,164,577,20.0,13.534175242523565,15.354512568755009,2518.1400612758216,14.783351123943817,0.6603334868316716
BHMBCCMKT01,2016-10-12 14:03:00,167,577,20.0,12.909501532252108,14.53480484880681,2427.312409750737,13.710786938124247,0.6523945771029223
BHMBCCMKT01,2016-10-12 14:34:00,159,577,20.0,12.684895658570587,14.268523982048272,2268.6953131456753,13.442519405548722,0.6402894123432146
BHMBCCMKT01,2016-10-12 15:01:00,140,577,20.0,12.020178761743267,13.546145862880028,1896.460420803204,12.74085654430317,0.6188479940563999
BHMBCCMKT01,2016-10-12 15:30:00,128,577,20.0,12.103359381088854,13.572405692894609,1737.26792869051,12.81159999532531,0.5928750330555865
BHMBCCMKT01,2016-10-12 15:57:00,121,577,20.0,11.98559600971775,13.37946915417098,1618.9157676546886,12.667404195596331,0.5605749350508988
BHMBCCMKT01,2016-10-12 16:31:00,111,577,20.0,11.589314074402186,12.882737760185625,1429.9838913806043,12.296094924833788,0.5053556728054
BHMBCCMKT01,2016-10-13 07:57:00,58,577,20.0,11.240792739778707,11.7542344337928,681.7455971599824,11.21724393730736,0.26143060750131547
BHMBCCMKT01,2016-10-13 08:31:00,65,577,20.0,10.728421966348009,11.613784435313487,754.8959882953767,11.266558848655919,0.3350538580211577
BHMBCCMKT01,2016-10-13 09:04:00,76,577,20.0,11.903689491762577,12.961143561484722,985.0469106728389,12.482602770742746,0.412944379065038
BHMBCCMKT01,2016-10-13 09:31:00,97,577,20.0,11.87889911899481,13.10884187744957,1271.5576621126083,12.563278603644337,0.4780954822974755
BHMBCCMKT01,2016-10-13 09:57:00,127,577,20.0,11.891494521311474,13.248677536642488,1682.582047153596,12.580179237696399,0.5408545643885224
BHMBCCMKT01,2016-10-13 10:31:00,166,577,20.0,12.802659029941692,14.235845376229392,2363.150332454079,13.452643723943547,0.5865962343434793
BHMBCCMKT01,2016-10-13 11:04:00,200,577,20.0,12.969566312085902,14.719254904848695,2943.850980969739,14.25254826499359,0.6182479057998581
BHMBCCMKT01,2016-10-13 11:31:00,220,577,20.0,12.9009468514879,14.685095948107875,3230.7211085837325,14.149994418577338,0.6422650348920996
BHMBCCMKT01,2016-10-13 11:57:00,230,577,20.0,12.919148299922384,14.767525885222433,3396.5309536011596,14.253353314505176,0.657347789733466
BHMBCCMKT01,2016-10-13 12:31:00,231,577,20.0,14.118223319889257,15.92335972501974,3678.2960964795598,15.317882863903092,0.6626362937624737
BHMBCCMKT01,2016-10-13 13:04:00,214,577,20.0,13.62518248469598,15.463156672596519,3309.115527935655,14.909506272299069,0.6621223364296513
BHMBCCMKT01,2016-10-13 13:31:00,203,577,20.0,13.542147476937867,15.368221139663763,3119.748891351744,14.79590353558079,0.6622856196343645
BHMBCCMKT01,2016-10-13 13:57:00,205,577,20.0,13.398756466171012,15.153874588476214,3106.544290637624,14.487077490312464,0.6598948563243109
BHMBCCMKT01,2016-10-13 14:31:00,181,577,20.0,12.934983560060385,14.427294372292144,2611.340281384878,13.46510748366852,0.6401306213942514
BHMBCCMKT01,2016-10-13 15:04:00,162,577,20.0,12.06022194829913,13.598450916460262,2202.9490484665625,12.797971179092604,0.6215646379218707
BHMBCCMKT01,2016-10-13 15:31:00,144,577,20.0,11.964445926636882,13.517315150570143,1946.4933816821006,12.828202257945398,0.603683345704927
BHMBCCMKT01,2016-10-13 16:04:00,132,577,20.0,12.005617602995681,13.379052877370277,1766.0349798128766,12.567985590863607,0.5742440396137135
BHMBCCMKT01,2016-10-13 16:31:00,130,577,20.0,12.001977313308785,13.209848177085952,1717.2802630211738,12.401480448301475,0.5240348048900452
BHMBCCMKT01,2016-10-14 08:01:00,53,577,20.0,10.70658022822663,11.494092390132444,609.1868966770195,11.373637046100868,0.26034471737805903
BHMBCCMKT01,2016-10-14 08:27:00,57,577,20.0,10.713860807600424,11.632392221311749,663.0463566147697,11.420185755433039,0.3180007172891388
