SystemCodeNumber,Timestamp,Occupancy,Capacity,BaselinePrice,Revenue
BHMBCCMKT01,2016-10-16 14:01:00,170,577,20.0,3400.0
BHMBCCMKT01,2016-10-16 14:27:00,180,577,20.0,3600.0
BHMBCCMKT01,2016-10-16 15:01:00,192,577,20.0,3840.0
BHMBCCMKT01,2016-10-16 15:31:00,185,577,20.0,3700.0
BHMBCCMKT01,2016-10-16 15:57:00,173,577,20.0,3460.0
BHMBCCMKT01,2016-10-16 16:31:00,154,577,20.0,3080.0
BHMBCCMKT01,2016-10-17 08:01:00,50,577,20.0,1000.0
BHMBCCMKT01,2016-10-17 08:27:00,54,577,20.0,1080.0
BHMBCCMKT01,2016-10-17 09:01:00,66,577,20.0,1320.0
BHMBCCMKT01,2016-10-17 09:27:00,76,577,20.0,1520.0
BHMBCCMKT01,2016-10-17 10:04:00,112,577,20.0,2240.0
BHMBCCMKT01,2016-10-17 10:31:00,119,577,20.0,2380.0
BHMBCCMKT01,2016-10-17 11:04:00,144,577,20.0,2880.0
BHMBCCMKT01,2016-10-17 11:31:00,153,577,20.0,3060.0
BHMBCCMKT01,2016-10-17 12:04:00,159,577,20.0,3180.0
BHMBCCMKT01,2016-10-17 12:31:00,154,577,20.0,3080.0
BHMBCCMKT01,2016-10-17 12:57:00,154,577,20.0,3080.0
BHMBCCMKT01,2016-10-17 13:31:00,157,577,20.0,3140.0
BHMBCCMKT01,2016-10-17 14:04:00,161,577,20.0,3220.0
BHMBCCMKT01,2016-10-17 14:31:00,147,577,20.0,2940.0
BHMBCCMKT01,2016-10-17 14:57:00,133,577,20.0,2660.0
BHMBCCMKT01,2016-10-17 15:31:00,121,577,20.0,2420.0
BHMBCCMKT01,2016-10-17 15:57:00,115,577,20.0,2300.0
BHMBCCMKT01,2016-10-17 16:28:00,110,577,20.0,2200.0
BHMBCCMKT01,2016-10-18 08:01:00,57,577,20.0,1140.0
BHMBCCMKT01,2016-10-18 08:28:00,60,577,20.0,1200.0
BHMBCCMKT01,2016-10-18 09:01:00,72,577,20.0,1440.0
BHMBCCMKT01,2016-10-18 09:28:00,91,577,20.0,1820.0
BHMBCCMKT01,2016-10-18 10:01:00,145,577,20.0,2900.0
BHMBCCMKT01,2016-10-18 10:28:00,178,577,20.0,3560.0
BHMBCCMKT01,2016-10-18 11:01:00,220,577,20.0,4400.0
BHMBCCMKT01,2016-10-18 11:27:00,228,577,20.0,4560.0
BHMBCCMKT01,2016-10-18 12:01:00,231,577,20.0,4620.0
BHMBCCMKT01,2016-10-18 12:27:00,224,577,20.0,4480.0
BHMBCCMKT01,2016-10-18 13:01:00,237,577,20.0,4740.0
BHMBCCMKT01,2016-10-18 13:28:00,227,577,20.0,4540.0
BHMBCCMKT01,2016-10-18 13:54:00,226,577,20.0,4520.0
BHMBCCMKT01,2016-10-18 14:27:00,200,577,20.0,4000.0
BHMBCCMKT01,2016-10-18 15:01:00,165,577,20.0,3300.0
BHMBCCMKT01,2016-10-18 15:27:00,157,577,20.0,3140.0
BHMBCCMKT01,2016-10-18 15:55:00,149,577,20.0,2980.0
BHMBCCMKT01,2016-10-18 16:27:00,124,577,20.0,2480.0
BHMBCCMKT01,2016-10-19 08:05:00,49,577,20.0,980.0
BHMBCCMKT01,2016-10-19 08:25:00,51,577,20.0,1020.0
BHMBCCMKT01,2016-10-19 08:58:00,59,577,20.0,1180.0
BHMBCCMKT01,2016-10-19 09:32:00,76,577,20.0,1520.0
BHMBCCMKT01,2016-10-19 09:58:00,105,577,20.0,2100.0
BHMBCCMKT01,2016-10-19 10:25:00,135,577,20.0,2700.0
BHMBCCMKT01,2016-10-19 10:59:00,156,577,20.0,3120.0
BHMBCCMKT01,2016-10-19 11:25:00,177,577,20.0,3540.0
BHMBCCMKT01,2016-10-19 11:59:00,181,577,20.0,3620.0
BHMBCCMKT01,2016-10-19 12:25:00,171,577,20.0,3420.0
BHMBCCMKT01,2016-10-19 12:58:00,165,577,20.0,3300.0
BHMBCCMKT01,2016-10-19 13:25:00,167,577,20.0,3340.0
BHMBCCMKT01,2016-10-19 13:58:00,161,577,20.0,3220.0
BHMBCCMKT01,2016-10-19 14:32:00,156,577,20.0,3120.0
BHMBCCMKT01,2016-10-19 14:58:00,144,577,20.0,2880.0
BHMBCCMKT01,2016-10-19 15:32:00,127,577,20.0,2540.0
BHMBCCMKT01,2016-10-19 15:59:00,117,577,20.0,2340.0
BHMBCCMKT01,2016-10-19 16:25:00,110,577,20.0,2200.0
BHMBCCMKT01,2016-10-22 07:59:00,57,577,20.0,1140.0
BHMBCCMKT01,2016-10-22 08:26:00,59,577,20.0,1180.0
BHMBCCMKT01,2016-10-22 08:59:00,72,577,20.0,1440.0
BHMBCCMKT01,2016-10-22 09:26:00,93,577,20.0,1860.0
BHMBCCMKT01,2016-10-22 09:59:00,130,577,20.0,2600.0
BHMBCCMKT01,2016-10-22 10:26:00,156,577,20.0,3120.0
BHMBCCMKT01,2016-10-22 10:59:00,198,577,20.0,3960.0
BHMBCCMKT01,2016-10-22 11:32:00,239,577,20.0,4780.0
BHMBCCMKT01,2016-10-22 11:59:00,261,577,20.0,5220.0
BHMBCCMKT01,2016-10-22 12:32:00,324,577,20.0,6480.0
BHMBCCMKT01,2016-10-22 12:59:00,359,577,20.0,7180.0
BHMBCCMKT01,2016-10-22 13:32:00,380,577,20.0,7600.0
BHMBCCMKT01,2016-10-22 13:59:00,408,577,20.0,8160.0
BHMBCCMKT01,2016-10-22 14:39:00,430,577,20.0,8600.0
BHMBCCMKT01,2016-10-22 14:59:00,424,577,20.0,8480.0
BHMBCCMKT01,2016-10-22 15:26:00,403,577,20.0,8060.0
BHMBCCMKT01,2016-10-22 15:59:00,384,577,20.0,7680.0
BHMBCCMKT01,2016-10-22 16:26:00,340,577,20.0,6800.0
BHMBCCMKT01,2016-10-23 07:59:00,47,577,20.0,940.0
BHMBCCMKT01,2016-10-23 08:26:00,48,577,20.0,960.0
BHMBCCMKT01,2016-10-23 08:59:00,51,577,20.0,1020.0
BHMBCCMKT01,2016-10-23 09:26:00,50,577,20.0,1000.0
BHMBCCMKT01,2016-10-23 09:59:00,54,577,20.0,1080.0
BHMBCCMKT01,2016-10-23 10:26:00,60,577,20.0,1200.0
BHMBCCMKT01,2016-10-23 10:59:00,80,577,20.0,1600.0
BHMBCCMKT01,2016-10-23 11:26:00,107,577,20.0,2140.0
BHMBCCMKT01,2016-10-23 11:59:00,125,577,20.0,2500.0
BHMBCCMKT01,2016-10-23 12:26:00,144,577,20.0,2880.0
BHMBCCMKT01,2016-10-23 13:06:00,175,577,20.0,3500.0
BHMBCCMKT01,2016-10-23 13:26:00,192,577,20.0,3840.0
BHMBCCMKT01,2016-10-23 13:59:00,215,577,20.0,4300.0
BHMBCCMKT01,2016-10-23 14:26:00,226,577,20.0,4520.0
BHMBCCMKT01,2016-10-23 14:59:00,219,577,20.0,4380.0
BHMBCCMKT01,2016-10-23 15:26:00,215,577,20.0,4300.0
BHMBCCMKT01,2016-10-23 15:59:00,179,577,20.0,3580.0
BHMBCCMKT01,2016-10-23 16:26:00,150,577,20.0,3000.0
BHMBCCMKT01,2016-10-24 07:56:00,47,577,20.0,940.0
BHMBCCMKT01,2016-10-24 08:29:00,55,577,20.0,1100.0
BHMBCCMKT01,2016-10-24 09:03:00,62,577,20.0,1240.0
BHMBCCMKT01,2016-10-24 09:30:00,73,577,20.0,1460.0
BHMBCCMKT01,2016-10-24 09:55:00,87,577,20.0,1740.0
BHMBCCMKT01,2016-10-24 10:30:00,114,577,20.0,2280.0
BHMBCCMKT01,2016-10-24 11:03:00,137,577,20.0,2740.0
BHMBCCMKT01,2016-10-24 11:29:00,155,577,20.0,3100.0
BHMBCCMKT01,2016-10-24 12:02:00,173,577,20.0,3460.0
BHMBCCMKT01,2016-10-24 12:30:00,191,577,20.0,3820.0
BHMBCCMKT01,2016-10-24 12:56:00,198,577,20.0,3960.0
BHMBCCMKT01,2016-10-24 13:30:00,208,577,20.0,4160.0
BHMBCCMKT01,2016-10-24 13:56:00,219,577,20.0,4380.0
BHMBCCMKT01,2016-10-24 14:30:00,215,577,20.0,4300.0
BHMBCCMKT01,2016-10-24 14:56:00,209,577,20.0,4180.0
BHMBCCMKT01,2016-10-24 15:32:00,209,577,20.0,4180.0
BHMBCCMKT01,2016-10-24 16:00:00,192,577,20.0,3840.0
BHMBCCMKT01,2016-10-24 16:33:00,175,577,20.0,3500.0
BHMBCCMKT01,2016-10-25 08:00:00,54,577,20.0,1080.0
BHMBCCMKT01,2016-10-25 08:26:00,55,577,20.0,1100.0
BHMBCCMKT01,2016-10-25 09:00:00,82,577,20.0,1640.0
BHMBCCMKT01,2016-10-25 09:19:00,95,577,20.0,1900.0
BHMBCCMKT01,2016-10-25 09:56:00,129,577,20.0,2580.0
BHMBCCMKT01,2016-10-25 10:29:00,173,577,20.0,3460.0
BHMBCCMKT01,2016-10-25 10:56:00,202,577,20.0,4040.0
BHMBCCMKT01,2016-10-25 11:29:00,249,577,20.0,4980.0
BHMBCCMKT01,2016-10-25 12:02:00,290,577,20.0,5800.0
BHMBCCMKT01,2016-10-25 12:29:00,303,577,20.0,6060.0
